year,region,1_4_gr_students_per_computer,5_6_gr_students_per_computer,7_9_gr_students_per_computer,10_12_gr_students_per_computer
2013 / 2014,Peniche,8.4,3.8,3.9,2.9
2013 / 2014,Sobral de Monte Agraço,8.3,2.1,2.1,2.1
2013 / 2014,Torres Vedras,6.7,4.4,4.5,5.7
2013 / 2014,Região de Aveiro,4.5,2.9,2.7,2.6
2013 / 2014,Águeda,7.0,5.3,3.2,2.0
2013 / 2014,Albergaria-a-Velha,6.6,5.3,2.9,3.0
2013 / 2014,Anadia,7.9,5.7,5.6,6.2
2013 / 2014,Aveiro,5.5,3.1,2.7,2.6
2013 / 2014,Estarreja,4.9,3.4,3.4,3.9
2013 / 2014,Ílhavo,2.2,2.6,2.8,3.0
2013 / 2014,Murtosa,5.3,4.6,4.3,4.4
2013 / 2014,Oliveira do Bairro,5.3,3.6,3.5,3.6
2013 / 2014,Ovar,8.8,2.3,2.5,2.6
2013 / 2014,Sever do Vouga,24.7,5.6,5.3,5.5
2013 / 2014,Vagos,7.0,4.0,3.4,3.2
2013 / 2014,Região de Coimbra,4.2,2.6,2.6,2.3
2013 / 2014,Arganil,3.4,2.1,2.2,2.3
2013 / 2014,Cantanhede,7.4,3.3,3.4,2.3
2013 / 2014,Coimbra,4.9,3.6,3.6,2.7
2013 / 2014,Condeixa-a-Nova,7.9,3.2,3.0,2.5
2013 / 2014,Figueira da Foz,6.6,3.4,2.9,2.5
2013 / 2014,Góis,3.1,2.9,2.8,
2013 / 2014,Lousã,7.2,5.4,3.3,2.5
2013 / 2014,Mealhada,8.3,3.0,2.8,2.0
2013 / 2014,Mira,5.2,2.3,1.8,1.8
2013 / 2014,Miranda do Corvo,6.5,2.8,2.8,2.9
2013 / 2014,Montemor-o-Velho,4.6,3.0,3.0,2.7
2013 / 2014,Mortágua,2.3,3.6,3.8,2.5
2013 / 2014,Oliveira do Hospital,4.2,2.4,2.6,2.6
2013 / 2014,Pampilhosa da Serra,1.3,1.1,1.1,1.1
2013 / 2014,Penacova,5.1,2.9,2.7,2.3
2013 / 2014,Penela,3.0,3.1,3.0,0.8
2013 / 2014,Soure,5.4,5.3,5.3,5.1
2013 / 2014,Tábua,4.0,2.3,3.4,2.3
2013 / 2014,Vila Nova de Poiares,3.4,3.9,4.0,3.9
2013 / 2014,Região de Leiria,4.5,3.1,3.1,2.4
2013 / 2014,Alvaiázere,11.3,2.0,2.0,0.9
2013 / 2014,Ansião,6.4,4.6,3.7,1.1
2013 / 2014,Batalha,4.3,4.4,4.5,3.4
2013 / 2014,Castanheira de Pêra,2.6,1.2,1.3,
2013 / 2014,Figueiró dos Vinhos,4.1,2.8,1.9,1.9
2013 / 2014,Leiria,5.7,4.9,5.2,3.5
2013 / 2014,Marinha Grande,6.1,2.5,2.6,2.6
2013 / 2014,Pedrógão Grande,2.5,1.7,1.6,1.3
2013 / 2014,Pombal,6.9,3.7,3.8,3.1
2013 / 2014,Porto de Mós,7.3,3.5,3.2,3.4
2013 / 2014,Viseu Dão Lafões,3.7,2.3,2.3,2.5
2013 / 2014,Aguiar da Beira,5.0,1.6,1.6,1.6
2013 / 2014,Carregal do Sal,1.6,2.0,1.9,2.0
2013 / 2014,Castro Daire,7.0,2.9,2.9,3.3
2013 / 2014,Mangualde,4.9,3.5,3.1,2.0
2013 / 2014,Nelas,4.7,1.7,1.6,1.5
2013 / 2014,Oliveira de Frades,12.5,4.9,5.0,4.9
2013 / 2014,Penalva do Castelo,4.3,3.2,3.2,3.2
2013 / 2014,Santa Comba Dão,2.1,3.5,3.0,2.4
2013 / 2014,São Pedro do Sul,6.3,2.6,3.1,3.7
2013 / 2014,Sátão,2.4,1.8,2.2,3.1
2013 / 2014,Tondela,2.8,1.9,1.6,1.9
2013 / 2014,Vila Nova de Paiva,4.1,1.8,1.6,1.2
2013 / 2014,Viseu,5.5,3.5,3.3,3.3
2013 / 2014,Vouzela,3.8,2.5,2.9,3.2
2013 / 2014,Beira Baixa,3.4,1.9,1.9,2.3
2013 / 2014,Castelo Branco,3.8,2.4,2.5,3.2
2013 / 2014,Idanha-a-Nova,7.4,1.6,1.7,1.8
2013 / 2014,Oleiros,5.5,1.2,1.1,1.1
2013 / 2014,Penamacor,6.1,1.4,1.4,1.4
2013 / 2014,Proença-a-Nova,4.5,1.7,1.6,1.7
2013 / 2014,Vila Velha de Ródão,2.3,2.1,2.1,
2013 / 2014,Médio Tejo,2.8,2.4,2.1,2.3
2013 / 2014,Abrantes,1.6,4.5,3.4,2.8
2013 / 2014,Alcanena,8.2,1.7,1.6,1.5
2013 / 2014,Constância,3.4,1.1,1.0,1.1
2013 / 2014,Entroncamento,3.9,5.9,2.2,1.8
2013 / 2014,Ferreira do Zêzere,6.5,1.7,1.6,1.7
2013 / 2014,Mação,6.9,1.7,1.6,1.6
2013 / 2014,Ourém,4.0,4.1,4.1,5.6
2013 / 2014,Sardoal,7.3,1.1,1.1,1.1
2013 / 2014,Sertã,8.2,5.4,2.4,2.5
2013 / 2014,Tomar,5.7,2.4,2.2,2.1
2013 / 2014,Torres Novas,3.9,3.3,3.8,3.9
2013 / 2014,Vila de Rei,4.1,4.0,3.9,3.7
2013 / 2014,Vila Nova da Barquinha,4.2,2.0,2.0,2.0
2013 / 2014,Beiras e Serra da Estrela,4.0,2.2,2.0,2.1
2013 / 2014,Almeida,2.5,2.6,2.4,2.2
2013 / 2014,Belmonte,6.4,1.4,1.4,1.5
2013 / 2014,Celorico da Beira,23.1,3.0,3.0,3.1
2013 / 2014,Covilhã,5.0,3.3,2.7,2.6
2013 / 2014,Figueira de Castelo Rodrigo,4.8,1.9,1.6,1.6
2013 / 2014,Fornos de Algodres,5.7,3.6,3.5,3.6
2013 / 2014,Fundão,8.3,3.5,2.5,1.8
2013 / 2014,Gouveia,3.5,2.9,2.1,2.7
2013 / 2014,Guarda,4.9,3.3,2.8,2.7
2013 / 2014,Manteigas,19.7,1.7,1.6,3.2
2013 / 2014,Mêda,4.2,4.2,4.0,4.3
2013 / 2014,Pinhel,5.4,2.0,3.3,3.4
2013 / 2014,Sabugal,11.3,2.7,2.7,2.0
2013 / 2014,Seia,3.0,2.4,2.5,3.7
2013 / 2014,Trancoso,3.7,1.7,1.6,1.4
2013 / 2014,Área Metropolitana de Lisboa,4.7,2.9,2.9,2.5
2013 / 2014,Área Metropolitana de Lisboa,4.7,2.9,2.9,2.5
2013 / 2014,Alcochete,7.4,4.6,3.8,2.1
2013 / 2014,Almada,7.1,3.7,3.8,2.8
2013 / 2014,Amadora,7.1,3.2,2.9,1.8
2013 / 2014,Barreiro,9.6,3.5,3.1,1.8
2013 / 2014,Cascais,4.6,4.2,3.7,3.2
2013 / 2014,Lisboa,4.3,3.7,3.6,3.0
2013 / 2014,Loures,7.4,3.3,2.5,2.1
2013 / 2014,Mafra,6.3,4.9,5.6,6.8
2013 / 2014,Moita,11.3,2.6,2.2,1.8
2013 / 2014,Montijo,10.6,4.8,3.3,2.7
2013 / 2014,Odivelas,9.1,3.5,3.2,2.8
2013 / 2014,Oeiras,4.4,3.0,3.3,3.7
2013 / 2014,Palmela,5.5,4.2,5.0,4.5
2013 / 2014,Seixal,8.3,2.8,2.5,2.0
2013 / 2014,Sesimbra,6.9,3.6,3.7,3.9
2013 / 2014,Setúbal,6.3,3.1,3.5,3.1
2013 / 2014,Sintra,6.7,3.1,3.3,3.6
2013 / 2014,Vila Franca de Xira,8.0,4.8,4.1,4.6
2013 / 2014,Alentejo,4.4,2.4,2.3,2.2
2013 / 2014,Alentejo Litoral,4.8,1.9,2.1,2.3
2013 / 2014,Alcácer do Sal,9.1,1.9,1.9,2.2
2013 / 2014,Grândola,4.6,2.7,3.0,3.4
2013 / 2014,Odemira,8.3,2.1,2.1,2.8
2013 / 2014,Santiago do Cacém,5.0,2.6,2.7,3.0
2013 / 2014,Sines,11.1,3.0,2.1,2.1
2013 / 2014,Baixo Alentejo,4.0,2.4,2.1,1.7
2013 / 2014,Aljustrel,5.7,1.4,1.4,1.5
2013 / 2014,Almodôvar,5.9,1.6,1.5,1.6
2013 / 2014,Alvito,2.6,1.6,2.0,2.5
2013 / 2014,Barrancos,2.5,2.3,2.5,
2013 / 2014,Beja,5.2,5.8,4.1,2.2
2013 / 2014,Castro Verde,4.4,1.9,1.8,1.7
2013 / 2014,Cuba,3.1,3.3,3.4,1.0
2013 / 2014,Ferreira do Alentejo,7.8,1.6,1.6,1.6
2013 / 2014,Mértola,2.3,1.1,1.1,1.1
2013 / 2014,Moura,5.6,3.5,3.2,3.4
2013 / 2014,Ourique,10.1,2.0,2.0,2.0
2013 / 2014,Serpa,7.3,3.1,2.4,1.3
2013 / 2014,Vidigueira,4.3,5.0,4.8,2.3
2013 / 2014,Lezíria do Tejo,4.8,2.8,2.6,2.7
2013 / 2014,Almeirim,6.4,2.8,2.7,2.6
2013 / 2014,Alpiarça,7.9,1.9,1.9,2.0
2013 / 2014,Azambuja,5.9,4.3,3.0,2.4
2013 / 2014,Benavente,10.0,3.5,3.4,2.5
2013 / 2014,Cartaxo,8.6,4.4,3.6,3.3
2013 / 2014,Chamusca,5.1,1.5,1.5,1.5
2013 / 2014,Coruche,8.1,3.3,2.4,2.4
2013 / 2014,Golegã,6.8,1.5,1.5,1.5
2013 / 2014,Rio Maior,5.5,4.7,5.0,5.0
2013 / 2014,Salvaterra de Magos,9.8,5.0,5.0,5.1
2013 / 2014,Santarém,4.5,3.9,3.5,2.9
2013 / 2014,Alto Alentejo,4.8,1.9,2.0,1.8
2013 / 2014,Alter do Chão,5.7,0.7,0.8,1.0
2013 / 2014,Arronches,8.5,1.1,1.1,
2013 / 2014,Avis,12.8,2.5,2.6,2.9
2013 / 2014,Campo Maior,9.2,4.1,4.3,4.3
2013 / 2014,Castelo de Vide,5.0,1.2,1.2,
2013 / 2014,Crato,2.6,2.5,2.5,4.1
2013 / 2014,Elvas,8.2,3.2,3.1,1.5
2013 / 2014,Fronteira,2.1,2.8,3.0,
2013 / 2014,Gavião,2.9,3.0,3.0,
2013 / 2014,Marvão,1.8,1.9,1.9,
2013 / 2014,Monforte,8.1,1.3,1.3,
2013 / 2014,Nisa,9.5,2.6,2.5,2.5
2013 / 2014,Ponte de Sor,3.8,3.0,2.7,2.4
2013 / 2014,Portalegre,8.6,2.1,2.2,2.1
2013 / 2014,Sousel,4.7,2.9,2.9,3.2
2013 / 2014,Alentejo Central,3.8,2.3,2.7,2.4
2013 / 2014,Alandroal,3.0,1.6,1.6,
2013 / 2014,Arraiolos,5.5,4.2,4.2,4.1
2013 / 2014,Borba,7.9,3.0,3.0,
2013 / 2014,Estremoz,7.6,5.0,3.0,2.5
2013 / 2014,Évora,4.2,3.7,3.6,3.0
2013 / 2014,Montemor-o-Novo,6.8,1.4,7.1,7.0
2013 / 2014,Mora,4.8,0.8,0.8,0.8
2013 / 2014,Mourão,3.3,2.9,3.0,3.0
2013 / 2014,Portel,3.8,3.8,3.8,3.3
2013 / 2014,Redondo,3.9,3.7,3.7,3.8
2013 / 2014,Reguengos de Monsaraz,7.0,2.0,2.6,3.5
2013 / 2014,Vendas Novas,5.0,6.5,5.3,3.7
2013 / 2014,Viana do Alentejo,3.5,2.3,2.3,2.6
2013 / 2014,Vila Viçosa,4.2,2.1,2.7,2.7
2013 / 2014,Algarve,4.5,2.8,2.7,3.1
2013 / 2014,Algarve,4.5,2.8,2.7,3.1
2013 / 2014,Albufeira,4.9,3.0,2.9,3.6
2013 / 2014,Alcoutim,1.0,1.2,1.0,
2013 / 2014,Aljezur,8.0,7.8,8.1,
2013 / 2014,Castro Marim,6.1,3.0,3.0,
2013 / 2014,Faro,6.1,4.1,4.0,3.4
2013 / 2014,Lagoa,5.0,3.2,3.0,2.7
2013 / 2014,Lagos,6.1,4.2,3.5,2.8
2013 / 2014,Loulé,5.2,3.6,3.3,4.3
2013 / 2014,Monchique,8.1,2.7,2.5,
2013 / 2014,Olhão,5.7,3.1,3.1,5.3
2013 / 2014,Portimão,5.7,2.6,2.6,3.3
2013 / 2014,São Brás de Alportel,7.4,4.2,4.1,3.1
2013 / 2014,Silves,6.2,2.7,2.7,4.0
2013 / 2014,Tavira,5.5,3.7,3.8,2.6
2013 / 2014,Vila do Bispo,7.2,3.7,3.5,
2013 / 2014,Vila Real de Santo António,5.8,4.6,4.3,4.4
2013 / 2014,Região Autónoma dos Açores,,,,
2013 / 2014,Região Autónoma dos Açores,,,,
2013 / 2014,Região Autónoma dos Açores,,,,
2013 / 2014,Angra do Heroísmo,,,,
2013 / 2014,Calheta,,,,
2013 / 2014,Corvo,,,,
2013 / 2014,Horta,,,,
2013 / 2014,Lagoa,,,,
2013 / 2014,Lajes das Flores,,,,
2013 / 2014,Lajes do Pico,,,,
2013 / 2014,Madalena,,,,
2013 / 2014,Nordeste,,,,
2013 / 2014,Ponta Delgada,,,,
2013 / 2014,Povoação,,,,
2013 / 2014,Ribeira Grande,,,,
2013 / 2014,Santa Cruz da Graciosa,,,,
2013 / 2014,Santa Cruz das Flores,,,,
2013 / 2014,São Roque do Pico,,,,
2013 / 2014,Velas,,,,
2013 / 2014,Vila da Praia da Vitória,,,,
2013 / 2014,Vila do Porto,,,,
2013 / 2014,Vila Franca do Campo,,,,
2013 / 2014,Região Autónoma da Madeira,,,,
2013 / 2014,Região Autónoma da Madeira,,,,
2013 / 2014,Região Autónoma da Madeira,,,,
2013 / 2014,Calheta,,,,
2013 / 2014,Câmara de Lobos,,,,
2013 / 2014,Funchal,,,,
2013 / 2014,Machico,,,,
2013 / 2014,Ponta do Sol,,,,
2013 / 2014,Porto Moniz,,,,
2013 / 2014,Porto Santo,,,,
2013 / 2014,Ribeira Brava,,,,
2013 / 2014,Santa Cruz,,,,
2013 / 2014,Santana,,,,
2013 / 2014,São Vicente,,,,
2012 / 2013,Portugal,,,,
2012 / 2013,Continente,4.3,2.7,2.6,2.5
2012 / 2013,Norte,4.5,2.6,2.6,2.6
2012 / 2013,Alto Minho,4.0,2.0,2.0,1.9
2012 / 2013,Arcos de Valdevez,4.5,2.7,2.7,2.6
2012 / 2013,Caminha,5.4,2.1,1.6,1.5
2012 / 2013,Melgaço,2.5,1.0,1.0,0.8
2012 / 2013,Monção,3.3,2.9,1.8,1.1
2012 / 2013,Paredes de Coura,3.9,1.1,1.1,1.2
2012 / 2013,Ponte da Barca,2.4,2.1,2.1,1.9
2012 / 2013,Ponte de Lima,4.3,2.3,2.3,2.3
2012 / 2013,Valença,6.9,1.7,1.7,1.3
2012 / 2013,Viana do Castelo,4.0,2.0,2.0,2.5
2012 / 2013,Vila Nova de Cerveira,4.3,2.8,2.9,1.9
2012 / 2013,Cávado,4.3,2.6,2.5,2.7
2012 / 2013,Amares,4.9,2.3,1.6,1.4
2012 / 2013,Barcelos,5.5,2.8,2.6,2.6
2012 / 2013,Braga,3.9,2.9,2.8,3.2
2012 / 2013,Esposende,3.7,2.4,2.2,2.1
2012 / 2013,Terras de Bouro,1.6,0.9,0.9,1.0
2012 / 2013,Vila Verde,4.9,2.2,2.2,2.8
2012 / 2013,Ave,5.4,2.6,2.7,3.4
2012 / 2013,Cabeceiras de Basto,6.1,5.0,4.8,7.6
2012 / 2013,Fafe,5.4,2.7,2.7,4.2
2012 / 2013,Guimarães,4.9,2.4,2.4,3.6
2012 / 2013,Mondim de Basto,5.6,1.9,1.9,1.9
2012 / 2013,Póvoa de Lanhoso,4.8,2.4,2.2,2.0
2012 / 2013,Vieira do Minho,5.3,2.2,2.2,2.2
2012 / 2013,Vila Nova de Famalicão,6.0,2.8,3.1,3.6
2012 / 2013,Vizela,5.4,3.2,3.1,2.6
2012 / 2013,Área Metropolitana do Porto,4.5,2.9,2.8,2.8
2012 / 2013,Arouca,5.0,1.7,3.9,4.9
2012 / 2013,Espinho,9.2,2.1,2.5,2.7
2012 / 2013,Gondomar,5.1,2.9,2.5,2.9
2012 / 2013,Maia,4.4,3.2,3.5,5.3
2012 / 2013,Matosinhos,4.0,3.2,2.8,2.7
2012 / 2013,Oliveira de Azeméis,5.4,2.4,2.4,2.6
2012 / 2013,Paredes,6.5,3.4,3.2,2.7
2012 / 2013,Porto,2.9,3.0,2.9,2.9
2012 / 2013,Póvoa de Varzim,6.0,2.2,2.2,2.3
2012 / 2013,Santa Maria da Feira,6.2,2.4,2.5,4.0
2012 / 2013,Santo Tirso,3.7,3.2,3.6,2.7
2012 / 2013,São João da Madeira,5.5,4.3,3.0,3.0
2012 / 2013,Trofa,6.7,2.6,3.1,5.1
2012 / 2013,Vale de Cambra,6.6,3.4,3.4,4.4
2012 / 2013,Valongo,4.8,2.9,2.7,2.7
2012 / 2013,Vila do Conde,8.0,3.3,2.9,1.8
2012 / 2013,Vila Nova de Gaia,4.7,3.3,2.7,2.5
2012 / 2013,Alto Tâmega,3.0,1.8,1.6,1.6
2012 / 2013,Boticas,1.8,1.6,1.6,1.7
2012 / 2013,Chaves,3.0,1.9,1.8,1.9
2012 / 2013,Montalegre,3.6,1.0,1.0,1.0
2012 / 2013,Ribeira de Pena,10.4,1.1,1.0,1.0
2012 / 2013,Valpaços,3.1,2.6,1.7,1.4
2012 / 2013,Vila Pouca de Aguiar,2.4,2.3,2.2,2.0
2012 / 2013,Tâmega e Sousa,5.0,2.6,3.0,3.3
2012 / 2013,Amarante,4.9,4.0,4.6,6.3
2012 / 2013,Baião,6.1,3.3,3.3,5.3
2012 / 2013,Castelo de Paiva,14.8,3.9,4.1,4.7
2012 / 2013,Celorico de Basto,6.2,2.4,2.4,0.9
2012 / 2013,Cinfães,6.8,1.6,1.5,1.3
2012 / 2013,Felgueiras,4.1,2.9,3.1,4.1
2012 / 2013,Lousada,3.5,2.6,3.1,5.3
2012 / 2013,Marco de Canaveses,5.7,2.8,3.1,2.4
2012 / 2013,Paços de Ferreira,5.0,2.1,3.0,4.3
2012 / 2013,Penafiel,6.4,2.4,2.4,3.5
2012 / 2013,Resende,3.0,3.3,3.5,4.1
2012 / 2013,Douro,4.1,1.8,1.8,1.8
2012 / 2013,Alijó,3.9,0.9,0.9,1.3
2012 / 2013,Armamar,10.7,1.4,1.4,1.4
2012 / 2013,Carrazeda de Ansiães,3.6,0.9,0.9,1.1
2012 / 2013,Freixo de Espada à Cinta,1.0,1.4,1.4,1.5
2012 / 2013,Lamego,3.0,1.7,2.7,3.2
2012 / 2013,Mesão Frio,2.2,1.0,1.0,1.0
2012 / 2013,Moimenta da Beira,7.0,2.3,2.3,2.4
2012 / 2013,Murça,2.4,1.2,1.2,1.6
2012 / 2013,Penedono,2.3,1.6,1.6,
2012 / 2013,Peso da Régua,9.4,2.7,2.1,1.5
2012 / 2013,Sabrosa,2.7,1.1,1.1,1.1
2012 / 2013,Santa Marta de Penaguião,8.0,2.3,2.3,
2012 / 2013,São João da Pesqueira,4.8,1.4,1.4,1.3
2012 / 2013,Sernancelhe,6.8,1.8,1.8,1.6
2012 / 2013,Tabuaço,2.7,2.4,2.4,2.5
2012 / 2013,Tarouca,6.8,1.2,1.2,1.2
2012 / 2013,Torre de Moncorvo,5.5,1.2,1.2,1.2
2012 / 2013,Vila Nova de Foz Côa,1.6,1.3,1.3,1.3
2012 / 2013,Vila Real,5.8,3.6,2.7,2.0
2012 / 2013,Terras de Trás-os-Montes,3.3,1.3,1.7,1.7
2012 / 2013,Alfândega da Fé,3.6,0.8,0.8,0.8
2012 / 2013,Bragança,2.4,1.0,1.9,2.2
2012 / 2013,Macedo de Cavaleiros,2.7,2.0,2.0,1.9
2012 / 2013,Miranda do Douro,3.0,0.9,0.8,0.7
2012 / 2013,Mirandela,5.8,2.2,6.3,2.3
2012 / 2013,Mogadouro,4.1,1.2,1.2,1.2
2012 / 2013,Vila Flor,8.3,1.0,1.0,1.0
2012 / 2013,Vimioso,4.6,1.5,1.4,
2012 / 2013,Vinhais,4.9,1.0,1.0,1.0
2012 / 2013,Centro,4.3,2.8,2.6,2.4
2012 / 2013,Oeste,5.0,3.5,3.2,2.9
2012 / 2013,Alcobaça,5.5,2.6,2.7,2.9
2012 / 2013,Alenquer,5.1,3.2,3.1,5.4
2012 / 2013,Arruda dos Vinhos,3.2,16.4,11.7,6.4
2012 / 2013,Bombarral,27.2,2.3,2.3,2.3
2012 / 2013,Cadaval,6.2,1.9,1.9,1.9
2012 / 2013,Caldas da Rainha,3.7,4.2,3.0,2.4
2012 / 2013,Lourinhã,5.3,4.8,4.5,1.8
2012 / 2013,Nazaré,5.6,3.2,4.2,4.6
2012 / 2013,Óbidos,3.8,4.0,1.5,1.5
2012 / 2013,Peniche,7.1,3.7,3.7,1.6
2012 / 2013,Sobral de Monte Agraço,5.2,1.9,1.9,1.9
2012 / 2013,Torres Vedras,5.1,4.1,3.8,3.7
2012 / 2013,Região de Aveiro,4.8,3.0,2.7,2.4
2012 / 2013,Águeda,6.7,4.2,2.6,1.8
2012 / 2013,Albergaria-a-Velha,5.0,3.7,2.5,2.7
2012 / 2013,Anadia,5.6,5.7,5.7,7.9
2012 / 2013,Aveiro,5.2,2.8,2.2,1.9
2012 / 2013,Estarreja,3.3,2.2,3.2,5.3
2012 / 2013,Ílhavo,2.6,2.4,2.5,2.5
2012 / 2013,Murtosa,4.4,4.0,3.9,4.0
2012 / 2013,Oliveira do Bairro,4.5,3.6,3.5,3.4
2012 / 2013,Ovar,6.6,2.2,2.1,2.2
2012 / 2013,Sever do Vouga,6.5,4.2,4.2,4.2
2012 / 2013,Vagos,6.6,4.3,3.3,2.6
2012 / 2013,Região de Coimbra,4.0,2.7,2.6,2.1
2012 / 2013,Arganil,2.9,1.7,1.8,1.8
2012 / 2013,Cantanhede,5.2,2.7,2.7,2.1
2012 / 2013,Coimbra,3.8,3.3,3.3,2.4
2012 / 2013,Condeixa-a-Nova,4.5,2.9,2.2,1.5
2012 / 2013,Figueira da Foz,4.5,2.9,2.7,2.4
2012 / 2013,Góis,3.0,2.3,2.2,
2012 / 2013,Lousã,4.9,2.6,2.3,2.1
2012 / 2013,Mealhada,7.2,2.6,2.5,2.0
2012 / 2013,Mira,3.2,1.4,1.5,1.5
2012 / 2013,Miranda do Corvo,6.6,3.1,3.0,3.0
2012 / 2013,Montemor-o-Velho,4.4,3.3,3.2,1.2
2012 / 2013,Mortágua,4.5,2.0,2.1,1.9
2012 / 2013,Oliveira do Hospital,3.4,2.1,2.1,1.5
2012 / 2013,Pampilhosa da Serra,1.2,1.0,0.9,0.9
2012 / 2013,Penacova,6.2,1.8,1.7,1.6
2012 / 2013,Penela,2.1,2.3,2.3,1.0
2012 / 2013,Soure,3.6,3.0,2.9,2.6
2012 / 2013,Tábua,3.5,2.0,3.3,2.3
2012 / 2013,Vila Nova de Poiares,2.9,1.9,1.9,1.8
2012 / 2013,Região de Leiria,4.6,3.2,3.1,2.4
2012 / 2013,Alvaiázere,6.2,1.9,1.5,0.9
2012 / 2013,Ansião,7.3,3.4,2.6,1.1
2012 / 2013,Batalha,3.9,4.2,4.3,3.5
2012 / 2013,Castanheira de Pêra,5.0,1.5,1.4,
2012 / 2013,Figueiró dos Vinhos,2.3,1.4,1.7,1.7
2012 / 2013,Leiria,4.2,3.6,3.7,3.3
2012 / 2013,Marinha Grande,4.4,2.1,2.2,2.2
2012 / 2013,Pedrógão Grande,2.7,1.6,1.6,1.8
2012 / 2013,Pombal,5.8,3.9,3.5,2.1
2012 / 2013,Porto de Mós,5.5,3.6,3.7,3.7
2012 / 2013,Viseu Dão Lafões,4.5,2.4,2.3,2.6
2012 / 2013,Aguiar da Beira,3.9,1.6,1.6,1.6
2012 / 2013,Carregal do Sal,2.5,1.9,1.8,1.8
2012 / 2013,Castro Daire,5.6,3.2,3.1,3.1
2012 / 2013,Mangualde,4.7,3.1,2.9,2.2
2012 / 2013,Nelas,6.4,1.7,1.5,1.4
2012 / 2013,Oliveira de Frades,6.9,7.5,7.7,7.5
2012 / 2013,Penalva do Castelo,3.1,2.1,2.5,2.5
2012 / 2013,Santa Comba Dão,2.4,2.1,2.6,2.3
2012 / 2013,São Pedro do Sul,6.1,3.3,3.3,3.4
2012 / 2013,Sátão,3.1,1.9,2.3,3.1
2012 / 2013,Tondela,4.6,1.8,1.4,1.9
2012 / 2013,Vila Nova de Paiva,3.8,1.4,1.4,1.2
2012 / 2013,Viseu,5.0,2.7,2.7,3.1
2012 / 2013,Vouzela,3.4,2.1,2.1,2.4
2012 / 2013,Beira Baixa,3.5,1.9,2.0,2.4
2012 / 2013,Castelo Branco,3.2,2.3,2.5,3.1
2012 / 2013,Idanha-a-Nova,7.9,1.4,1.4,1.4
2012 / 2013,Oleiros,5.2,1.1,1.1,1.1
2012 / 2013,Penamacor,3.6,1.3,1.3,1.3
2012 / 2013,Proença-a-Nova,4.2,1.5,1.6,1.5
2012 / 2013,Vila Velha de Ródão,1.3,1.4,1.4,
2012 / 2013,Médio Tejo,3.0,2.7,2.3,2.4
2012 / 2013,Abrantes,1.1,4.1,3.1,2.4
2012 / 2013,Alcanena,6.5,1.3,1.6,1.5
2012 / 2013,Constância,2.6,0.9,0.9,1.0
2012 / 2013,Entroncamento,2.9,4.9,1.6,1.3
2012 / 2013,Ferreira do Zêzere,8.6,2.4,2.4,2.4
2012 / 2013,Mação,7.2,1.6,1.6,1.6
2012 / 2013,Ourém,4.7,3.4,3.4,4.8
2012 / 2013,Sardoal,7.3,1.1,1.0,1.1
2012 / 2013,Sertã,4.8,5.2,2.5,2.0
2012 / 2013,Tomar,4.7,2.8,2.4,2.1
2012 / 2013,Torres Novas,3.6,2.4,2.6,3.0
2012 / 2013,Vila de Rei,4.4,4.5,4.5,4.6
2012 / 2013,Vila Nova da Barquinha,3.1,1.4,1.4,1.4
2012 / 2013,Beiras e Serra da Estrela,4.5,2.3,2.0,2.0
2012 / 2013,Almeida,1.6,1.5,1.6,1.5
2012 / 2013,Belmonte,5.3,1.2,1.2,1.2
2012 / 2013,Celorico da Beira,25.3,3.4,3.4,3.4
2012 / 2013,Covilhã,4.0,2.6,2.3,2.5
2012 / 2013,Figueira de Castelo Rodrigo,11.8,1.2,1.5,1.5
2012 / 2013,Fornos de Algodres,7.5,2.3,2.3,2.3
2012 / 2013,Fundão,5.8,3.0,2.2,1.7
2012 / 2013,Gouveia,6.4,3.1,1.4,2.2
2012 / 2013,Guarda,4.1,2.6,2.1,1.6
2012 / 2013,Manteigas,9.8,1.2,1.3,2.9
2012 / 2013,Mêda,4.5,4.4,4.5,4.6
2012 / 2013,Pinhel,12.1,1.5,3.1,3.1
2012 / 2013,Sabugal,6.5,2.0,2.3,1.7
2012 / 2013,Seia,2.9,2.0,2.1,3.0
2012 / 2013,Trancoso,3.3,1.7,1.5,1.3
2012 / 2013,Área Metropolitana de Lisboa,4.0,3.0,2.9,2.5
2012 / 2013,Área Metropolitana de Lisboa,4.0,3.0,2.9,2.5
2012 / 2013,Alcochete,5.2,4.0,3.3,2.0
2012 / 2013,Almada,4.9,2.8,2.7,2.4
2012 / 2013,Amadora,5.3,2.5,2.4,1.7
2012 / 2013,Barreiro,6.5,2.9,2.7,1.8
2012 / 2013,Cascais,2.9,3.9,3.3,2.6
2012 / 2013,Lisboa,2.7,3.3,3.1,2.7
2012 / 2013,Loures,4.3,3.2,2.3,2.0
2012 / 2013,Mafra,6.5,5.3,5.9,5.5
2012 / 2013,Moita,9.3,2.4,2.1,1.5
2012 / 2013,Montijo,7.9,2.7,2.4,2.3
2012 / 2013,Odivelas,6.5,2.9,3.0,2.8
2012 / 2013,Oeiras,3.6,2.8,2.9,3.1
2012 / 2013,Palmela,4.2,2.5,3.7,4.1
2012 / 2013,Seixal,5.9,2.7,2.5,2.2
2012 / 2013,Sesimbra,6.4,3.3,3.8,4.1
2012 / 2013,Setúbal,4.4,3.0,2.8,2.3
2012 / 2013,Sintra,4.4,2.7,2.9,2.8
