year,region,kindergarten_public,kindergarten_private,1-4_gr_public,1_4_gr_private,5_6_gr_public,5_6_gr_private,7_9_gr_public,7_9_gr_private,10_12_gr_public,10_12_gr_private,professional_certification_public,professional_certification_private
2017 / 2018,Vieira do Minho,179.0,22.0,368.0,,211.0,,343.0,,345.0,,,
2017 / 2018,Vila Nova de Famalicão,1199.0,1808.0,4570.0,347.0,2221.0,455.0,3402.0,1027.0,3912.0,1685.0,,
2017 / 2018,Vizela,393.0,123.0,890.0,28.0,483.0,27.0,850.0,106.0,637.0,98.0,,
2017 / 2018,Área Metropolitana do Porto,21009.0,18364.0,57029.0,9211.0,32204.0,4397.0,52995.0,8816.0,50067.0,20337.0,1046.0,
2017 / 2018,Arouca,392.0,96.0,825.0,,442.0,,676.0,26.0,648.0,70.0,,
2017 / 2018,Espinho,480.0,208.0,1225.0,,831.0,47.0,1361.0,144.0,1541.0,411.0,,
2017 / 2018,Gondomar,2114.0,1130.0,4813.0,617.0,2572.0,274.0,4196.0,528.0,3669.0,839.0,,
2017 / 2018,Maia,1575.0,1586.0,4806.0,521.0,2655.0,217.0,4183.0,318.0,3099.0,289.0,100.0,
2017 / 2018,Matosinhos,1914.0,1931.0,5439.0,803.0,3130.0,190.0,4899.0,690.0,3974.0,1090.0,,
2017 / 2018,Oliveira de Azeméis,713.0,636.0,1960.0,137.0,1064.0,,1958.0,,1952.0,,,
2017 / 2018,Paredes,1528.0,350.0,3141.0,168.0,1818.0,98.0,3087.0,213.0,2042.0,259.0,,
2017 / 2018,Porto,1876.0,4863.0,6884.0,4126.0,4465.0,2139.0,7488.0,3683.0,11662.0,9597.0,548.0,
2017 / 2018,Póvoa de Varzim,494.0,1026.0,2468.0,224.0,1382.0,124.0,2429.0,156.0,2579.0,130.0,,
2017 / 2018,Santa Maria da Feira,1787.0,1089.0,4364.0,288.0,2422.0,172.0,3959.0,492.0,3481.0,857.0,41.0,
2017 / 2018,Santo Tirso,797.0,521.0,1959.0,370.0,1173.0,167.0,2115.0,519.0,2361.0,863.0,,
2017 / 2018,São João da Madeira,459.0,328.0,1144.0,111.0,661.0,37.0,1132.0,103.0,1643.0,298.0,357.0,
2017 / 2018,Trofa,581.0,179.0,1244.0,89.0,719.0,72.0,1144.0,140.0,843.0,359.0,,
2017 / 2018,Vale de Cambra,429.0,49.0,685.0,,342.0,,662.0,,565.0,,,
2017 / 2018,Valongo,1342.0,699.0,3157.0,422.0,1792.0,181.0,2898.0,382.0,2175.0,589.0,,
2017 / 2018,Vila do Conde,1069.0,748.0,3012.0,70.0,1493.0,14.0,2356.0,41.0,1685.0,319.0,,
2017 / 2018,Vila Nova de Gaia,3459.0,2925.0,9903.0,1265.0,5243.0,665.0,8452.0,1381.0,6148.0,4367.0,,
2017 / 2018,Alto Tâmega,811.0,548.0,2145.0,169.0,1406.0,17.0,2641.0,72.0,2447.0,237.0,,
2017 / 2018,Boticas,47.0,32.0,128.0,,63.0,,135.0,,,,,
2017 / 2018,Chaves,324.0,307.0,1015.0,169.0,678.0,17.0,1470.0,72.0,1536.0,237.0,,
2017 / 2018,Montalegre,125.0,,179.0,,139.0,,197.0,,191.0,,,
2017 / 2018,Ribeira de Pena,59.0,57.0,176.0,,109.0,,177.0,,166.0,,,
2017 / 2018,Valpaços,118.0,117.0,329.0,,235.0,,340.0,,268.0,,,
2017 / 2018,Vila Pouca de Aguiar,138.0,35.0,318.0,,182.0,,322.0,,286.0,,,
2017 / 2018,Tâmega e Sousa,6882.0,2046.0,15387.0,870.0,8372.0,643.0,14315.0,1642.0,12837.0,2632.0,,
2017 / 2018,Amarante,794.0,353.0,1656.0,245.0,672.0,401.0,1196.0,842.0,1036.0,1399.0,,
2017 / 2018,Baião,135.0,179.0,600.0,,335.0,,660.0,,545.0,,,
2017 / 2018,Castelo de Paiva,274.0,89.0,640.0,14.0,366.0,37.0,648.0,86.0,485.0,86.0,,
2017 / 2018,Celorico de Basto,298.0,25.0,608.0,,310.0,,521.0,,539.0,,,
2017 / 2018,Cinfães,340.0,,590.0,,337.0,,649.0,,587.0,57.0,,
2017 / 2018,Felgueiras,772.0,476.0,1946.0,155.0,1263.0,4.0,2114.0,55.0,2040.0,354.0,,
2017 / 2018,Lousada,846.0,187.0,1900.0,195.0,959.0,99.0,1627.0,132.0,1567.0,200.0,,
2017 / 2018,Marco de Canaveses,1050.0,76.0,2031.0,,1131.0,,1912.0,21.0,1787.0,33.0,,
2017 / 2018,Paços de Ferreira,855.0,353.0,2300.0,192.0,1244.0,86.0,2052.0,252.0,1666.0,244.0,,
2017 / 2018,Penafiel,1342.0,289.0,2766.0,69.0,1554.0,16.0,2585.0,254.0,2210.0,259.0,,
2017 / 2018,Resende,176.0,19.0,350.0,,201.0,,351.0,,375.0,,,
2017 / 2018,Douro,2260.0,1274.0,5685.0,328.0,3121.0,334.0,5876.0,408.0,6239.0,1098.0,103.0,
2017 / 2018,Alijó,68.0,101.0,311.0,,164.0,,292.0,,210.0,,,
2017 / 2018,Armamar,68.0,25.0,156.0,,96.0,,163.0,,133.0,,,
2017 / 2018,Carrazeda de Ansiães,89.0,28.0,149.0,,99.0,,138.0,,122.0,,,
2017 / 2018,Freixo de Espada à Cinta,17.0,30.0,100.0,,55.0,,71.0,,14.0,,,
2017 / 2018,Lamego,345.0,127.0,731.0,53.0,423.0,26.0,880.0,41.0,1056.0,210.0,72.0,
2017 / 2018,Mesão Frio,72.0,,153.0,,75.0,,173.0,,134.0,,,
2017 / 2018,Moimenta da Beira,88.0,92.0,324.0,,155.0,,362.0,34.0,445.0,105.0,,
2017 / 2018,Murça,67.0,27.0,149.0,,93.0,,163.0,13.0,135.0,70.0,,
2017 / 2018,Penedono,25.0,17.0,70.0,,57.0,,79.0,,,,,
2017 / 2018,Peso da Régua,112.0,218.0,548.0,,281.0,105.0,515.0,116.0,863.0,,,
2017 / 2018,Sabrosa,56.0,31.0,165.0,,80.0,,151.0,,130.0,,,
2017 / 2018,Santa Marta de Penaguião,35.0,68.0,173.0,,73.0,,127.0,,,,,
2017 / 2018,São João da Pesqueira,130.0,,224.0,,137.0,,201.0,49.0,107.0,184.0,,
2017 / 2018,Sernancelhe,60.0,29.0,125.0,,67.0,,115.0,,10.0,176.0,,
2017 / 2018,Tabuaço,73.0,,130.0,,85.0,,147.0,,88.0,,,
2017 / 2018,Tarouca,104.0,50.0,230.0,,159.0,,224.0,,154.0,,,
2017 / 2018,Torre de Moncorvo,89.0,10.0,174.0,,89.0,,148.0,,133.0,,,
2017 / 2018,Vila Nova de Foz Côa,53.0,60.0,172.0,,110.0,,171.0,,128.0,,,
2017 / 2018,Vila Real,709.0,361.0,1601.0,275.0,823.0,203.0,1756.0,155.0,2377.0,353.0,31.0,
2017 / 2018,Terras de Trás-os-Montes,991.0,923.0,2840.0,277.0,1822.0,90.0,2815.0,364.0,3346.0,594.0,,
2017 / 2018,Alfândega da Fé,69.0,14.0,104.0,,65.0,,91.0,,128.0,,,
2017 / 2018,Bragança,303.0,356.0,919.0,216.0,692.0,2.0,1027.0,78.0,1427.0,249.0,,
2017 / 2018,Macedo de Cavaleiros,128.0,108.0,363.0,2.0,224.0,21.0,369.0,84.0,381.0,135.0,,
2017 / 2018,Miranda do Douro,85.0,25.0,171.0,,92.0,,132.0,,183.0,,,
2017 / 2018,Mirandela,167.0,271.0,683.0,58.0,385.0,46.0,665.0,183.0,767.0,175.0,,
2017 / 2018,Mogadouro,50.0,75.0,212.0,1.0,128.0,21.0,190.0,19.0,172.0,35.0,,
2017 / 2018,Vila Flor,71.0,35.0,163.0,,108.0,,149.0,,147.0,,,
2017 / 2018,Vimioso,55.0,,81.0,,36.0,,59.0,,,,,
2017 / 2018,Vinhais,63.0,39.0,144.0,,92.0,,133.0,,141.0,,,
2017 / 2018,Centro,26917.0,20698.0,71756.0,5250.0,37508.0,5294.0,62033.0,11212.0,64372.0,18819.0,637.0,18.0
2017 / 2018,Oeste,4927.0,3395.0,12859.0,713.0,6271.0,1269.0,10111.0,2830.0,9431.0,3632.0,48.0,
2017 / 2018,Alcobaça,487.0,732.0,1780.0,74.0,1042.0,,1260.0,561.0,1217.0,630.0,,
2017 / 2018,Alenquer,597.0,282.0,1644.0,66.0,811.0,,1491.0,,1454.0,,,
2017 / 2018,Arruda dos Vinhos,262.0,120.0,656.0,,,511.0,,808.0,,717.0,,
2017 / 2018,Bombarral,180.0,62.0,428.0,,255.0,,451.0,,322.0,,,
2017 / 2018,Cadaval,203.0,72.0,450.0,,185.0,,306.0,,214.0,,,
2017 / 2018,Caldas da Rainha,733.0,491.0,1689.0,270.0,893.0,199.0,1765.0,354.0,2240.0,511.0,26.0,
2017 / 2018,Lourinhã,419.0,183.0,945.0,,524.0,,781.0,,600.0,,,
2017 / 2018,Nazaré,235.0,108.0,494.0,3.0,220.0,14.0,307.0,82.0,74.0,454.0,,
2017 / 2018,Óbidos,218.0,68.0,449.0,,223.0,,306.0,,188.0,,22.0,
2017 / 2018,Peniche,238.0,404.0,1052.0,,590.0,,888.0,21.0,656.0,22.0,,
2017 / 2018,Sobral de Monte Agraço,135.0,94.0,420.0,,225.0,,345.0,,240.0,,,
2017 / 2018,Torres Vedras,1220.0,779.0,2852.0,300.0,1303.0,545.0,2211.0,1004.0,2226.0,1298.0,,
2017 / 2018,Região de Aveiro,4105.0,4387.0,12936.0,649.0,6576.0,662.0,10838.0,1438.0,11443.0,2584.0,71.0,18.0
2017 / 2018,Águeda,465.0,611.0,1625.0,,791.0,77.0,1440.0,119.0,1985.0,,35.0,
2017 / 2018,Albergaria-a-Velha,300.0,287.0,891.0,77.0,433.0,106.0,607.0,170.0,535.0,427.0,,
2017 / 2018,Anadia,211.0,323.0,793.0,198.0,359.0,163.0,660.0,273.0,720.0,450.0,,
2017 / 2018,Aveiro,831.0,1359.0,3153.0,279.0,1620.0,142.0,2827.0,378.0,3985.0,782.0,36.0,18.0
2017 / 2018,Estarreja,298.0,310.0,920.0,37.0,582.0,,850.0,,844.0,,,
2017 / 2018,Ílhavo,430.0,402.0,1361.0,,704.0,,1012.0,,709.0,,,
2017 / 2018,Murtosa,138.0,79.0,410.0,,251.0,,306.0,,82.0,,,
2017 / 2018,Oliveira do Bairro,268.0,260.0,880.0,,431.0,,656.0,,437.0,91.0,,
2017 / 2018,Ovar,649.0,535.0,1842.0,58.0,955.0,8.0,1604.0,110.0,1187.0,360.0,,
2017 / 2018,Sever do Vouga,172.0,40.0,309.0,,166.0,,412.0,67.0,478.0,188.0,,
2017 / 2018,Vagos,343.0,181.0,752.0,,284.0,166.0,464.0,321.0,481.0,286.0,,
2017 / 2018,Região de Coimbra,4280.0,4786.0,12997.0,1529.0,7193.0,779.0,11621.0,1726.0,12807.0,3452.0,258.0,
2017 / 2018,Arganil,161.0,44.0,350.0,,176.0,,410.0,,670.0,,9.0,
2017 / 2018,Cantanhede,385.0,341.0,1142.0,53.0,528.0,158.0,789.0,265.0,682.0,354.0,,
2017 / 2018,Coimbra,922.0,2403.0,3962.0,1263.0,2271.0,526.0,3680.0,996.0,6180.0,1245.0,249.0,
2017 / 2018,Condeixa-a-Nova,218.0,73.0,500.0,,322.0,,457.0,,337.0,,,
2017 / 2018,Figueira da Foz,518.0,648.0,1668.0,211.0,1051.0,5.0,1824.0,82.0,1641.0,489.0,,
2017 / 2018,Góis,23.0,40.0,83.0,,63.0,,77.0,,,,,
2017 / 2018,Lousã,298.0,88.0,622.0,1.0,411.0,6.0,526.0,100.0,379.0,218.0,,
2017 / 2018,Mealhada,168.0,217.0,612.0,,343.0,,522.0,,273.0,307.0,,
2017 / 2018,Mira,168.0,53.0,364.0,,159.0,,272.0,,221.0,,,
2017 / 2018,Miranda do Corvo,139.0,82.0,363.0,,215.0,,349.0,,254.0,,,
2017 / 2018,Montemor-o-Velho,200.0,213.0,676.0,1.0,350.0,,487.0,60.0,290.0,195.0,,
2017 / 2018,Mortágua,136.0,34.0,264.0,,113.0,,202.0,,229.0,,,
2017 / 2018,Oliveira do Hospital,208.0,187.0,682.0,,381.0,,681.0,,575.0,159.0,,
2017 / 2018,Pampilhosa da Serra,24.0,45.0,95.0,,46.0,,74.0,,23.0,,,
2017 / 2018,Penacova,201.0,,329.0,,214.0,,305.0,33.0,238.0,210.0,,
2017 / 2018,Penela,102.0,,157.0,,72.0,,111.0,16.0,,32.0,,
2017 / 2018,Soure,162.0,191.0,520.0,,182.0,83.0,286.0,149.0,372.0,105.0,,
2017 / 2018,Tábua,188.0,44.0,343.0,,185.0,,352.0,,280.0,54.0,,
2017 / 2018,Vila Nova de Poiares,59.0,83.0,265.0,,111.0,1.0,217.0,25.0,163.0,84.0,,
2017 / 2018,Região de Leiria,4222.0,2269.0,9402.0,830.0,4393.0,1326.0,7244.0,2578.0,7599.0,3206.0,40.0,
2017 / 2018,Alvaiázere,96.0,,156.0,,86.0,,141.0,,69.0,87.0,,
2017 / 2018,Ansião,126.0,95.0,378.0,,236.0,,413.0,13.0,307.0,338.0,,
2017 / 2018,Batalha,232.0,155.0,503.0,43.0,257.0,48.0,418.0,118.0,425.0,,,
2017 / 2018,Castanheira de Pêra,38.0,,77.0,,37.0,,67.0,,,,,
2017 / 2018,Figueiró dos Vinhos,61.0,30.0,122.0,,88.0,,129.0,,173.0,,,
2017 / 2018,Leiria,1780.0,1277.0,4111.0,643.0,1935.0,654.0,3094.0,1269.0,3904.0,791.0,40.0,
2017 / 2018,Marinha Grande,676.0,224.0,1395.0,102.0,796.0,35.0,1287.0,123.0,1360.0,486.0,,
2017 / 2018,Pedrógão Grande,33.0,29.0,91.0,,47.0,,99.0,,,180.0,,
2017 / 2018,Pombal,804.0,317.0,1736.0,42.0,656.0,377.0,1107.0,729.0,1067.0,1024.0,,
2017 / 2018,Porto de Mós,376.0,142.0,833.0,,255.0,212.0,489.0,326.0,294.0,300.0,,
2017 / 2018,Viseu Dão Lafões,3530.0,1564.0,8126.0,485.0,4337.0,349.0,7796.0,829.0,8266.0,1437.0,111.0,
2017 / 2018,Aguiar da Beira,84.0,,122.0,,83.0,,136.0,,128.0,,,
2017 / 2018,Carregal do Sal,174.0,,288.0,,169.0,,281.0,,249.0,,,
2017 / 2018,Castro Daire,231.0,36.0,451.0,,245.0,,504.0,14.0,460.0,32.0,,
2017 / 2018,Mangualde,231.0,170.0,600.0,,315.0,,663.0,,589.0,,,
2017 / 2018,Nelas,145.0,153.0,465.0,24.0,269.0,,440.0,,363.0,,,
2017 / 2018,Oliveira de Frades,169.0,63.0,326.0,,181.0,,293.0,,313.0,,,
2017 / 2018,Penalva do Castelo,119.0,,215.0,,116.0,,211.0,,183.0,,,
2017 / 2018,Santa Comba Dão,132.0,41.0,355.0,,202.0,,309.0,,277.0,,,
2017 / 2018,São Pedro do Sul,211.0,70.0,462.0,,218.0,4.0,495.0,24.0,400.0,187.0,,
2017 / 2018,Sátão,204.0,8.0,333.0,,192.0,,309.0,,306.0,,,
2017 / 2018,Tondela,329.0,89.0,717.0,,416.0,5.0,747.0,131.0,611.0,428.0,,
2017 / 2018,Vila Nova de Paiva,81.0,,158.0,,87.0,,146.0,,109.0,,,
2017 / 2018,Viseu,1273.0,915.0,3365.0,461.0,1691.0,340.0,2983.0,618.0,4086.0,604.0,111.0,
2017 / 2018,Vouzela,147.0,19.0,269.0,,153.0,,279.0,42.0,192.0,186.0,,
2017 / 2018,Beira Baixa,784.0,747.0,2248.0,236.0,1367.0,,2187.0,62.0,2273.0,322.0,29.0,
2017 / 2018,Castelo Branco,522.0,619.0,1566.0,224.0,1004.0,,1613.0,47.0,1721.0,220.0,29.0,
2017 / 2018,Idanha-a-Nova,102.0,29.0,262.0,,135.0,,201.0,15.0,202.0,102.0,,
2017 / 2018,Oleiros,31.0,23.0,79.0,,46.0,,76.0,,106.0,,,
2017 / 2018,Penamacor,23.0,20.0,91.0,12.0,51.0,,91.0,,80.0,,,
2017 / 2018,Proença-a-Nova,60.0,56.0,175.0,,95.0,,158.0,,164.0,,,
2017 / 2018,Vila Velha de Ródão,46.0,,75.0,,36.0,,48.0,,,,,
2017 / 2018,Médio Tejo,3173.0,1622.0,7160.0,545.0,3928.0,675.0,6493.0,1252.0,6830.0,2733.0,48.0,
2017 / 2018,Abrantes,403.0,225.0,1046.0,7.0,668.0,,1095.0,,1280.0,,,
2017 / 2018,Alcanena,197.0,112.0,435.0,,244.0,,413.0,,308.0,,,
2017 / 2018,Constância,117.0,,160.0,,119.0,,189.0,,149.0,,,
2017 / 2018,Entroncamento,272.0,178.0,620.0,149.0,396.0,,650.0,55.0,651.0,362.0,,
2017 / 2018,Ferreira do Zêzere,122.0,16.0,240.0,,152.0,,212.0,,127.0,,,
2017 / 2018,Mação,83.0,,139.0,,101.0,,134.0,,194.0,,,
2017 / 2018,Ourém,745.0,269.0,1504.0,70.0,437.0,550.0,757.0,913.0,720.0,1636.0,,
2017 / 2018,Sardoal,59.0,,122.0,,67.0,,115.0,,102.0,,,
2017 / 2018,Sertã,144.0,158.0,430.0,,193.0,68.0,306.0,151.0,356.0,200.0,,
2017 / 2018,Tomar,442.0,222.0,1045.0,104.0,710.0,,1290.0,,1755.0,150.0,48.0,
2017 / 2018,Torres Novas,415.0,402.0,1089.0,215.0,664.0,57.0,1072.0,133.0,997.0,385.0,,
2017 / 2018,Vila de Rei,30.0,21.0,79.0,,45.0,,76.0,,60.0,,,
2017 / 2018,Vila Nova da Barquinha,144.0,19.0,251.0,,132.0,,184.0,,131.0,,,
2017 / 2018,Beiras e Serra da Estrela,1896.0,1928.0,6028.0,263.0,3443.0,234.0,5743.0,497.0,5723.0,1453.0,32.0,
2017 / 2018,Almeida,80.0,,127.0,,72.0,,143.0,,136.0,,,
2017 / 2018,Belmonte,62.0,53.0,203.0,,128.0,,145.0,,79.0,,,
2017 / 2018,Celorico da Beira,31.0,87.0,204.0,,134.0,,199.0,,131.0,,,
2017 / 2018,Covilhã,501.0,407.0,1378.0,89.0,852.0,24.0,1373.0,78.0,1677.0,139.0,,
2017 / 2018,Figueira de Castelo Rodrigo,35.0,85.0,149.0,,78.0,,123.0,,83.0,,,
2017 / 2018,Fornos de Algodres,71.0,,117.0,,85.0,,152.0,,148.0,,,
2017 / 2018,Fundão,225.0,242.0,805.0,,417.0,50.0,652.0,108.0,660.0,237.0,,
2017 / 2018,Gouveia,111.0,98.0,383.0,,192.0,,290.0,25.0,331.0,149.0,,
2017 / 2018,Guarda,305.0,523.0,1201.0,171.0,781.0,88.0,1332.0,130.0,1279.0,502.0,32.0,
2017 / 2018,Manteigas,15.0,13.0,59.0,,35.0,,71.0,,44.0,55.0,,
2017 / 2018,Mêda,31.0,38.0,115.0,,75.0,,111.0,,65.0,,,
2017 / 2018,Pinhel,53.0,61.0,192.0,,111.0,,221.0,,205.0,,,
2017 / 2018,Sabugal,90.0,70.0,259.0,,49.0,47.0,133.0,89.0,188.0,,,
2017 / 2018,Seia,193.0,209.0,612.0,3.0,301.0,25.0,534.0,67.0,537.0,137.0,,
2017 / 2018,Trancoso,93.0,42.0,224.0,,133.0,,264.0,,160.0,234.0,,
2017 / 2018,Área Metropolitana de Lisboa,32081.0,41543.0,97055.0,27225.0,55049.0,11734.0,89641.0,16568.0,91048.0,22593.0,2286.0,
2017 / 2018,Área Metropolitana de Lisboa,32081.0,41543.0,97055.0,27225.0,55049.0,11734.0,89641.0,16568.0,91048.0,22593.0,2286.0,
2017 / 2018,Alcochete,282.0,260.0,843.0,96.0,449.0,37.0,757.0,,678.0,,,
2017 / 2018,Almada,2408.0,2303.0,6729.0,955.0,3802.0,397.0,5847.0,584.0,5568.0,1130.0,,
2017 / 2018,Amadora,1822.0,2036.0,5946.0,732.0,3306.0,330.0,5289.0,430.0,5971.0,833.0,503.0,
2017 / 2018,Barreiro,1158.0,929.0,3056.0,388.0,1796.0,108.0,2851.0,177.0,3057.0,251.0,,
2017 / 2018,Cascais,1601.0,4220.0,5254.0,4435.0,2942.0,2484.0,4963.0,3485.0,6023.0,2419.0,95.0,
2017 / 2018,Lisboa,5617.0,11667.0,15066.0,11604.0,9279.0,5044.0,16066.0,7070.0,22141.0,11797.0,1213.0,
2017 / 2018,Loures,2557.0,2679.0,7536.0,1628.0,3991.0,707.0,5837.0,1072.0,3815.0,815.0,,
2017 / 2018,Mafra,1594.0,630.0,3662.0,111.0,1383.0,544.0,2310.0,877.0,1859.0,954.0,,
2017 / 2018,Moita,960.0,478.0,2502.0,84.0,1464.0,,2295.0,,1227.0,510.0,,
2017 / 2018,Montijo,801.0,652.0,2134.0,236.0,1173.0,68.0,1817.0,68.0,1316.0,346.0,,
2017 / 2018,Odivelas,1829.0,1423.0,5547.0,610.0,3042.0,168.0,4929.0,266.0,4305.0,202.0,78.0,
2017 / 2018,Oeiras,1387.0,3205.0,5330.0,1441.0,3305.0,328.0,5465.0,401.0,4922.0,865.0,,
2017 / 2018,Palmela,774.0,559.0,2425.0,483.0,1411.0,244.0,2051.0,380.0,1562.0,410.0,,
2017 / 2018,Seixal,1598.0,1833.0,5694.0,925.0,3227.0,376.0,5580.0,498.0,5684.0,457.0,68.0,
2017 / 2018,Sesimbra,781.0,409.0,2120.0,68.0,1216.0,,1972.0,,1341.0,147.0,,
2017 / 2018,Setúbal,1027.0,1944.0,4727.0,636.0,2995.0,118.0,4669.0,38.0,4805.0,396.0,190.0,
2017 / 2018,Sintra,4570.0,3796.0,13465.0,2091.0,7587.0,589.0,12129.0,962.0,11462.0,1056.0,63.0,
2017 / 2018,Vila Franca de Xira,1315.0,2520.0,5019.0,702.0,2681.0,192.0,4814.0,260.0,5312.0,5.0,76.0,
2017 / 2018,Alentejo,9954.0,6512.0,25519.0,898.0,14090.0,723.0,22813.0,1487.0,21439.0,4323.0,256.0,
2017 / 2018,Alentejo Litoral,1565.0,701.0,3453.0,1.0,1674.0,161.0,2824.0,297.0,2251.0,795.0,17.0,
2017 / 2018,Alcácer do Sal,179.0,65.0,390.0,,243.0,,386.0,,275.0,,,
2017 / 2018,Grândola,269.0,77.0,528.0,,276.0,,501.0,,448.0,,,
2017 / 2018,Odemira,398.0,191.0,862.0,1.0,346.0,161.0,552.0,292.0,383.0,521.0,,
2017 / 2018,Santiago do Cacém,463.0,200.0,1034.0,,495.0,,904.0,,850.0,,17.0,
2017 / 2018,Sines,256.0,168.0,639.0,,314.0,,481.0,5.0,295.0,274.0,,
2017 / 2018,Baixo Alentejo,1773.0,1067.0,4477.0,80.0,2395.0,120.0,3824.0,268.0,3768.0,719.0,24.0,
2017 / 2018,Aljustrel,142.0,75.0,321.0,,161.0,,334.0,,392.0,,,
2017 / 2018,Almodôvar,95.0,31.0,217.0,,121.0,,225.0,,290.0,,,
2017 / 2018,Alvito,56.0,,66.0,,50.0,,63.0,23.0,,182.0,,
2017 / 2018,Barrancos,31.0,,50.0,,31.0,,59.0,,10.0,,,
2017 / 2018,Beja,365.0,588.0,1474.0,80.0,827.0,120.0,1204.0,182.0,1564.0,161.0,24.0,
2017 / 2018,Castro Verde,134.0,40.0,227.0,,142.0,,244.0,,228.0,,,
2017 / 2018,Cuba,110.0,,175.0,,80.0,,115.0,21.0,,92.0,,
2017 / 2018,Ferreira do Alentejo,108.0,64.0,277.0,,118.0,,148.0,,60.0,,,
2017 / 2018,Mértola,90.0,20.0,146.0,,91.0,,193.0,,195.0,36.0,,
2017 / 2018,Moura,277.0,86.0,689.0,,325.0,,505.0,42.0,412.0,117.0,,
2017 / 2018,Ourique,62.0,37.0,142.0,,76.0,,160.0,,89.0,,,
2017 / 2018,Serpa,220.0,79.0,463.0,,265.0,,416.0,,513.0,,,
2017 / 2018,Vidigueira,83.0,47.0,230.0,,108.0,,158.0,,15.0,131.0,,
2017 / 2018,Lezíria do Tejo,3236.0,2228.0,8650.0,355.0,4995.0,198.0,7728.0,536.0,6556.0,1867.0,58.0,
2017 / 2018,Almeirim,287.0,270.0,934.0,32.0,543.0,,725.0,20.0,515.0,9.0,,
2017 / 2018,Alpiarça,78.0,60.0,212.0,,126.0,,198.0,,173.0,,,
2017 / 2018,Azambuja,222.0,350.0,838.0,,477.0,,809.0,,634.0,,,
2017 / 2018,Benavente,494.0,273.0,1264.0,18.0,718.0,,1066.0,,561.0,,,
2017 / 2018,Cartaxo,209.0,251.0,823.0,,480.0,,835.0,,577.0,,,
2017 / 2018,Chamusca,159.0,20.0,283.0,,150.0,,217.0,,151.0,,,
2017 / 2018,Coruche,183.0,121.0,588.0,,340.0,5.0,469.0,57.0,324.0,204.0,,
2017 / 2018,Golegã,61.0,41.0,162.0,,109.0,,149.0,,123.0,,,
2017 / 2018,Rio Maior,334.0,183.0,719.0,111.0,445.0,,628.0,,626.0,293.0,,
2017 / 2018,Salvaterra de Magos,284.0,174.0,750.0,2.0,456.0,18.0,647.0,105.0,663.0,431.0,,
2017 / 2018,Santarém,925.0,485.0,2077.0,192.0,1151.0,175.0,1985.0,354.0,2209.0,930.0,58.0,
2017 / 2018,Alto Alentejo,1471.0,873.0,3685.0,149.0,2089.0,83.0,3476.0,140.0,3700.0,272.0,82.0,
2017 / 2018,Alter do Chão,65.0,,90.0,,55.0,,141.0,,175.0,,,
2017 / 2018,Arronches,37.0,18.0,82.0,,55.0,,77.0,,7.0,,,
2017 / 2018,Avis,75.0,,119.0,,71.0,,97.0,,,34.0,,
2017 / 2018,Campo Maior,144.0,113.0,410.0,10.0,200.0,26.0,308.0,70.0,199.0,129.0,,
2017 / 2018,Castelo de Vide,37.0,25.0,81.0,,50.0,,73.0,,20.0,,,
2017 / 2018,Crato,44.0,22.0,83.0,,38.0,,75.0,,8.0,109.0,,
2017 / 2018,Elvas,283.0,275.0,890.0,109.0,486.0,57.0,731.0,70.0,853.0,,,
2017 / 2018,Fronteira,49.0,6.0,95.0,,53.0,,80.0,,23.0,,,
2017 / 2018,Gavião,35.0,15.0,79.0,,54.0,,114.0,,13.0,,,
2017 / 2018,Marvão,42.0,,56.0,,39.0,,71.0,,,,,
2017 / 2018,Monforte,69.0,,132.0,,58.0,,90.0,,,,,
2017 / 2018,Nisa,66.0,,149.0,,70.0,,132.0,,111.0,,,
2017 / 2018,Ponte de Sor,202.0,114.0,474.0,30.0,266.0,,449.0,,587.0,,21.0,
2017 / 2018,Portalegre,268.0,251.0,797.0,,511.0,,903.0,,1606.0,,61.0,
2017 / 2018,Sousel,55.0,34.0,148.0,,83.0,,135.0,,98.0,,,
2017 / 2018,Alentejo Central,1909.0,1643.0,5254.0,313.0,2937.0,161.0,4961.0,246.0,5164.0,670.0,75.0,
2017 / 2018,Alandroal,75.0,,158.0,,71.0,,101.0,,8.0,,,
2017 / 2018,Arraiolos,51.0,64.0,166.0,,125.0,,176.0,,126.0,,,
2017 / 2018,Borba,79.0,65.0,222.0,,112.0,,165.0,,,,,
2017 / 2018,Estremoz,183.0,58.0,419.0,,220.0,,351.0,,564.0,,,
2017 / 2018,Évora,449.0,981.0,1977.0,243.0,1140.0,125.0,1921.0,184.0,2600.0,577.0,75.0,
2017 / 2018,Montemor-o-Novo,210.0,104.0,510.0,,275.0,,514.0,,351.0,28.0,,
2017 / 2018,Mora,60.0,18.0,108.0,,73.0,,102.0,,62.0,,,
2017 / 2018,Mourão,67.0,,105.0,,62.0,,75.0,,,,,
2017 / 2018,Portel,72.0,44.0,194.0,,89.0,,135.0,,26.0,,,
2017 / 2018,Redondo,133.0,7.0,233.0,,84.0,,181.0,,133.0,,,
2017 / 2018,Reguengos de Monsaraz,186.0,60.0,373.0,,257.0,4.0,420.0,14.0,351.0,53.0,,
2017 / 2018,Vendas Novas,170.0,118.0,340.0,70.0,190.0,32.0,389.0,41.0,401.0,,,
2017 / 2018,Viana do Alentejo,83.0,39.0,197.0,,111.0,,177.0,7.0,142.0,12.0,,
